circuit_id,config_group,n_qubits,depth,two_qubit_ratio_target,zero_state_prob,robust_fidelity,expressibility_score,expressibility_entropy
207,q15_d14_r50,15,14,0.5,0.0,0.0,,
208,q15_d14_r70,15,14,0.7,0.0078125,0.015625,,
209,q15_d14_r90,15,14,0.9,0.0,0.0078125,,
210,q15_d15_r10,15,15,0.1,0.296875,0.8828125,,
211,q15_d15_r30,15,15,0.3,0.0,0.0546875,,
212,q15_d15_r50,15,15,0.5,0.0,0.03125,,
213,q15_d15_r70,15,15,0.7,0.0,0.015625,,
214,q15_d15_r90,15,15,0.9,0.0,0.0078125,,
215,q15_d16_r10,15,16,0.1,0.0859375,0.7265625,,
216,q15_d16_r30,15,16,0.3,0.0,0.0390625,,
217,q15_d16_r50,15,16,0.5,0.0,0.046875,,
218,q15_d16_r70,15,16,0.7,0.0,0.0078125,,
219,q15_d16_r90,15,16,0.9,0.0,0.0078125,,
220,q15_d17_r10,15,17,0.1,0.0078125,0.296875,,
221,q15_d17_r30,15,17,0.3,0.0078125,0.0234375,,
222,q15_d17_r50,15,17,0.5,0.0,0.0234375,,
223,q15_d17_r70,15,17,0.7,0.0,0.015625,,
224,q15_d17_r90,15,17,0.9,0.0,0.0078125,,
225,q15_d18_r10,15,18,0.1,0.015625,0.3203125,,
226,q15_d18_r30,15,18,0.3,0.0078125,0.046875,,
227,q15_d18_r50,15,18,0.5,0.0,0.0,,
228,q15_d18_r70,15,18,0.7,0.0,0.0,,
229,q15_d18_r90,15,18,0.9,0.0,0.015625,,
230,q15_d19_r10,15,19,0.1,0.59375,0.9296875,,
231,q15_d19_r30,15,19,0.3,0.0,0.0,,
232,q15_d19_r50,15,19,0.5,0.0,0.0,,
233,q15_d19_r70,15,19,0.7,0.0,0.0078125,,
234,q15_d19_r90,15,19,0.9,0.0,0.0,,
235,q15_d20_r10,15,20,0.1,0.3984375,0.90625,,
236,q15_d20_r30,15,20,0.3,0.0,0.015625,,
237,q15_d20_r50,15,20,0.5,0.0,0.0,,
238,q15_d20_r70,15,20,0.7,0.0,0.0,,
239,q15_d20_r90,15,20,0.9,0.0,0.0078125,,
240,q20_d5_r10,20,5,0.1,0.9296875,1.0,,
241,q20_d5_r30,20,5,0.3,0.2109375,0.734375,,
242,q20_d5_r50,20,5,0.5,0.4921875,0.9375,,
243,q20_d5_r70,20,5,0.7,0.3203125,0.8359375,,
244,q20_d5_r90,20,5,0.9,0.0546875,0.3515625,,
245,q20_d6_r10,20,6,0.1,0.8828125,1.0,,
246,q20_d6_r30,20,6,0.3,0.3203125,0.875,,
247,q20_d6_r50,20,6,0.5,0.5703125,0.9375,,
248,q20_d6_r70,20,6,0.7,0.359375,0.875,,
249,q20_d6_r90,20,6,0.9,0.015625,0.2421875,,
250,q20_d7_r10,20,7,0.1,0.546875,0.9375,,
251,q20_d7_r30,20,7,0.3,0.390625,0.921875,,
252,q20_d7_r50,20,7,0.5,0.015625,0.15625,,
253,q20_d7_r70,20,7,0.7,0.0,0.0,,
254,q20_d7_r90,20,7,0.9,0.015625,0.09375,,
255,q20_d8_r10,20,8,0.1,0.8359375,1.0,,
256,q20_d8_r30,20,8,0.3,0.4765625,0.9453125,,
257,q20_d8_r50,20,8,0.5,0.0,0.015625,,
258,q20_d8_r70,20,8,0.7,0.015625,0.3984375,,
259,q20_d8_r90,20,8,0.9,0.0078125,0.0625,,
260,q20_d9_r10,20,9,0.1,0.7109375,0.9921875,,
261,q20_d9_r30,20,9,0.3,0.0078125,0.09375,,
262,q20_d9_r50,20,9,0.5,0.0078125,0.09375,,
263,q20_d9_r70,20,9,0.7,0.0,0.015625,,
264,q20_d9_r90,20,9,0.9,0.0,0.0078125,,
265,q20_d10_r10,20,10,0.1,0.65625,0.9921875,,
266,q20_d10_r30,20,10,0.3,0.0,0.0,,
267,q20_d10_r50,20,10,0.5,0.0,0.1484375,,
268,q20_d10_r70,20,10,0.7,0.0,0.0,,
269,q20_d10_r90,20,10,0.9,0.0,0.0,,
270,q20_d11_r10,20,11,0.1,0.328125,0.8828125,,
271,q20_d11_r30,20,11,0.3,0.0,0.015625,,
272,q20_d11_r50,20,11,0.5,0.0,0.0546875,,
273,q20_d11_r70,20,11,0.7,0.0,0.0078125,,
274,q20_d11_r90,20,11,0.9,0.0,0.0,,
275,q20_d12_r10,20,12,0.1,0.1875,0.7421875,,
276,q20_d12_r30,20,12,0.3,0.0,0.03125,,
277,q20_d12_r50,20,12,0.5,0.0,0.0,,
278,q20_d12_r70,20,12,0.7,0.0,0.0,,
279,q20_d12_r90,20,12,0.9,0.0,0.0,,
280,q20_d13_r10,20,13,0.1,0.34375,0.9296875,,
281,q20_d13_r30,20,13,0.3,0.0,0.0,,
282,q20_d13_r50,20,13,0.5,0.0,0.0,,
283,q20_d13_r70,20,13,0.7,0.0,0.0,,
284,q20_d13_r90,20,13,0.9,0.0,0.0,,
285,q20_d14_r10,20,14,0.1,0.59375,0.96875,,
286,q20_d14_r30,20,14,0.3,0.0,0.0,,
287,q20_d14_r50,20,14,0.5,0.0,0.0,,
288,q20_d14_r70,20,14,0.7,0.0,0.0,,
289,q20_d14_r90,20,14,0.9,0.0,0.0078125,,
290,q20_d15_r10,20,15,0.1,0.625,0.953125,,
291,q20_d15_r30,20,15,0.3,0.0,0.0,,
292,q20_d15_r50,20,15,0.5,0.0,0.0,,
293,q20_d15_r70,20,15,0.7,0.0,0.0,,
294,q20_d15_r90,20,15,0.9,0.0,0.0,,
295,q20_d16_r10,20,16,0.1,0.4296875,0.984375,,
296,q20_d16_r30,20,16,0.3,0.0,0.0390625,,
297,q20_d16_r50,20,16,0.5,0.0,0.0,,
298,q20_d16_r70,20,16,0.7,0.0,0.0,,
299,q20_d16_r90,20,16,0.9,0.0,0.0,,
300,q20_d17_r10,20,17,0.1,0.2109375,0.7109375,,
301,q20_d17_r30,20,17,0.3,0.0,0.0,,
302,q20_d17_r50,20,17,0.5,0.0,0.0,,
303,q20_d17_r70,20,17,0.7,0.0,0.0,,
304,q20_d17_r90,20,17,0.9,0.0,0.0,,
305,q20_d18_r10,20,18,0.1,0.34375,0.8671875,,
306,q20_d18_r30,20,18,0.3,0.0,0.0,,
307,q20_d18_r50,20,18,0.5,0.0,0.0,,
308,q20_d18_r70,20,18,0.7,0.0,0.0,,
309,q20_d18_r90,20,18,0.9,0.0,0.0,,
310,q20_d19_r10,20,19,0.1,0.0,0.140625,,
311,q20_d19_r30,20,19,0.3,0.0,0.0,,
312,q20_d19_r50,20,19,0.5,0.0,0.0,,
313,q20_d19_r70,20,19,0.7,0.0,0.0,,
314,q20_d19_r90,20,19,0.9,0.0,0.0,,
315,q20_d20_r10,20,20,0.1,0.0,0.09375,,
316,q20_d20_r30,20,20,0.3,0.0,0.0078125,,
317,q20_d20_r50,20,20,0.5,0.0,0.0,,
318,q20_d20_r70,20,20,0.7,0.0,0.0,,
319,q20_d20_r90,20,20,0.9,0.0,0.0,,
